2024-03-27 22:48:02,456 INFO    StreamThr :8544 [internal.py:wandb_internal():86] W&B internal server running at pid: 8544, started at: 2024-03-27 22:48:02.456790
2024-03-27 22:48:02,458 DEBUG   HandlerThread:8544 [handler.py:handle_request():146] handle_request: status
2024-03-27 22:48:02,458 INFO    WriterThread:8544 [datastore.py:open_for_write():87] open: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_224802-uev636wy\run-uev636wy.wandb
2024-03-27 22:48:02,460 DEBUG   SenderThread:8544 [sender.py:send():379] send: header
2024-03-27 22:48:02,479 DEBUG   SenderThread:8544 [sender.py:send():379] send: run
2024-03-27 22:48:02,971 INFO    SenderThread:8544 [dir_watcher.py:__init__():211] watching files in: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_224802-uev636wy\files
2024-03-27 22:48:02,971 INFO    SenderThread:8544 [sender.py:_start_run_threads():1124] run started: uev636wy with start time 1711576082.45679
2024-03-27 22:48:02,978 DEBUG   HandlerThread:8544 [handler.py:handle_request():146] handle_request: check_version
2024-03-27 22:48:02,978 DEBUG   SenderThread:8544 [sender.py:send_request():406] send_request: check_version
2024-03-27 22:48:03,246 DEBUG   HandlerThread:8544 [handler.py:handle_request():146] handle_request: run_start
2024-03-27 22:48:03,262 DEBUG   HandlerThread:8544 [system_info.py:__init__():26] System info init
2024-03-27 22:48:03,263 DEBUG   HandlerThread:8544 [system_info.py:__init__():41] System info init done
2024-03-27 22:48:03,263 INFO    HandlerThread:8544 [system_monitor.py:start():194] Starting system monitor
2024-03-27 22:48:03,263 INFO    SystemMonitor:8544 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-27 22:48:03,263 INFO    HandlerThread:8544 [system_monitor.py:probe():214] Collecting system info
2024-03-27 22:48:03,267 INFO    SystemMonitor:8544 [interfaces.py:start():190] Started cpu monitoring
2024-03-27 22:48:03,267 INFO    SystemMonitor:8544 [interfaces.py:start():190] Started disk monitoring
2024-03-27 22:48:03,268 INFO    SystemMonitor:8544 [interfaces.py:start():190] Started gpu monitoring
2024-03-27 22:48:03,271 INFO    SystemMonitor:8544 [interfaces.py:start():190] Started memory monitoring
2024-03-27 22:48:03,278 INFO    SystemMonitor:8544 [interfaces.py:start():190] Started network monitoring
2024-03-27 22:48:03,280 DEBUG   HandlerThread:8544 [system_info.py:probe():150] Probing system
2024-03-27 22:48:03,281 DEBUG   HandlerThread:8544 [system_info.py:_probe_git():135] Probing git
2024-03-27 22:48:03,319 DEBUG   HandlerThread:8544 [system_info.py:_probe_git():143] Probing git done
2024-03-27 22:48:03,320 DEBUG   HandlerThread:8544 [system_info.py:probe():198] Probing system done
2024-03-27 22:48:03,320 DEBUG   HandlerThread:8544 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.11.8', 'heartbeatAt': '2024-03-27T21:48:03.280994', 'startedAt': '2024-03-27T21:48:02.451374', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\Alvaro\\Desktop\\CNN_Project\\src_gpu\\runrunner.py', 'codePathLocal': 'src_gpu\\runrunner.py', 'codePath': 'src_gpu\\runrunner.py', 'git': {'remote': 'https://github.com/Lawrence4U/CNN_Project.git', 'commit': '670f6800428e9f329e476e7ad6310bc55d497e19'}, 'email': 'allorenzocastro@gmail.com', 'root': 'C:/Users/Alvaro/Desktop/CNN_Project', 'host': 'DESKTOP-8NE16ID', 'username': 'Alvaro', 'executable': 'c:\\Users\\Alvaro\\Desktop\\CNN_Project\\venv\\Scripts\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 4701.0, 'min': 0.0, 'max': 4701.0}, 'cpu_freq_per_core': [{'current': 4701.0, 'min': 0.0, 'max': 4701.0}], 'disk': {'/': {'total': 930.7434501647949, 'used': 382.30310440063477}}, 'gpu': 'NVIDIA GeForce RTX 4070', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4070', 'memory_total': 12878610432}], 'memory': {'total': 31.188552856445312}}
2024-03-27 22:48:03,320 INFO    HandlerThread:8544 [system_monitor.py:probe():224] Finished collecting system info
2024-03-27 22:48:03,320 INFO    HandlerThread:8544 [system_monitor.py:probe():227] Publishing system info
2024-03-27 22:48:03,320 INFO    HandlerThread:8544 [system_monitor.py:probe():229] Finished publishing system info
2024-03-27 22:48:03,322 DEBUG   SenderThread:8544 [sender.py:send():379] send: files
2024-03-27 22:48:03,322 INFO    SenderThread:8544 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-03-27 22:48:03,368 DEBUG   HandlerThread:8544 [handler.py:handle_request():146] handle_request: python_packages
2024-03-27 22:48:03,368 DEBUG   SenderThread:8544 [sender.py:send_request():406] send_request: python_packages
2024-03-27 22:48:03,368 DEBUG   HandlerThread:8544 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 22:48:03,369 DEBUG   SenderThread:8544 [sender.py:send_request():406] send_request: stop_status
2024-03-27 22:48:03,370 DEBUG   HandlerThread:8544 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 22:48:03,761 DEBUG   SenderThread:8544 [sender.py:send():379] send: telemetry
2024-03-27 22:48:03,762 DEBUG   SenderThread:8544 [sender.py:send():379] send: exit
2024-03-27 22:48:03,763 INFO    SenderThread:8544 [sender.py:send_exit():586] handling exit code: 1
2024-03-27 22:48:03,763 INFO    SenderThread:8544 [sender.py:send_exit():588] handling runtime: 0
