2024-03-27 22:51:27,933 INFO    StreamThr :29936 [internal.py:wandb_internal():86] W&B internal server running at pid: 29936, started at: 2024-03-27 22:51:27.933888
2024-03-27 22:51:27,935 DEBUG   HandlerThread:29936 [handler.py:handle_request():146] handle_request: status
2024-03-27 22:51:27,935 INFO    WriterThread:29936 [datastore.py:open_for_write():87] open: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_225127-w4wsj66x\run-w4wsj66x.wandb
2024-03-27 22:51:27,937 DEBUG   SenderThread:29936 [sender.py:send():379] send: header
2024-03-27 22:51:27,956 DEBUG   SenderThread:29936 [sender.py:send():379] send: run
2024-03-27 22:51:28,461 INFO    SenderThread:29936 [dir_watcher.py:__init__():211] watching files in: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_225127-w4wsj66x\files
2024-03-27 22:51:28,462 INFO    SenderThread:29936 [sender.py:_start_run_threads():1124] run started: w4wsj66x with start time 1711576287.933888
2024-03-27 22:51:28,467 DEBUG   HandlerThread:29936 [handler.py:handle_request():146] handle_request: check_version
2024-03-27 22:51:28,468 DEBUG   SenderThread:29936 [sender.py:send_request():406] send_request: check_version
2024-03-27 22:51:28,727 DEBUG   HandlerThread:29936 [handler.py:handle_request():146] handle_request: run_start
2024-03-27 22:51:28,744 DEBUG   HandlerThread:29936 [system_info.py:__init__():26] System info init
2024-03-27 22:51:28,744 DEBUG   HandlerThread:29936 [system_info.py:__init__():41] System info init done
2024-03-27 22:51:28,744 INFO    HandlerThread:29936 [system_monitor.py:start():194] Starting system monitor
2024-03-27 22:51:28,744 INFO    SystemMonitor:29936 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-27 22:51:28,744 INFO    HandlerThread:29936 [system_monitor.py:probe():214] Collecting system info
2024-03-27 22:51:28,749 INFO    SystemMonitor:29936 [interfaces.py:start():190] Started cpu monitoring
2024-03-27 22:51:28,749 INFO    SystemMonitor:29936 [interfaces.py:start():190] Started disk monitoring
2024-03-27 22:51:28,750 INFO    SystemMonitor:29936 [interfaces.py:start():190] Started gpu monitoring
2024-03-27 22:51:28,754 INFO    SystemMonitor:29936 [interfaces.py:start():190] Started memory monitoring
2024-03-27 22:51:28,761 INFO    SystemMonitor:29936 [interfaces.py:start():190] Started network monitoring
2024-03-27 22:51:28,762 DEBUG   HandlerThread:29936 [system_info.py:probe():150] Probing system
2024-03-27 22:51:28,763 DEBUG   HandlerThread:29936 [system_info.py:_probe_git():135] Probing git
2024-03-27 22:51:28,800 DEBUG   HandlerThread:29936 [system_info.py:_probe_git():143] Probing git done
2024-03-27 22:51:28,800 DEBUG   HandlerThread:29936 [system_info.py:probe():198] Probing system done
2024-03-27 22:51:28,800 DEBUG   HandlerThread:29936 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.11.8', 'heartbeatAt': '2024-03-27T21:51:28.762616', 'startedAt': '2024-03-27T21:51:27.929878', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\Alvaro\\Desktop\\CNN_Project\\src_gpu\\runrunner.py', 'codePathLocal': 'src_gpu\\runrunner.py', 'codePath': 'src_gpu\\runrunner.py', 'git': {'remote': 'https://github.com/Lawrence4U/CNN_Project.git', 'commit': '670f6800428e9f329e476e7ad6310bc55d497e19'}, 'email': 'allorenzocastro@gmail.com', 'root': 'C:/Users/Alvaro/Desktop/CNN_Project', 'host': 'DESKTOP-8NE16ID', 'username': 'Alvaro', 'executable': 'c:\\Users\\Alvaro\\Desktop\\CNN_Project\\venv\\Scripts\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 4701.0, 'min': 0.0, 'max': 4701.0}, 'cpu_freq_per_core': [{'current': 4701.0, 'min': 0.0, 'max': 4701.0}], 'disk': {'/': {'total': 930.7434501647949, 'used': 382.31714248657227}}, 'gpu': 'NVIDIA GeForce RTX 4070', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4070', 'memory_total': 12878610432}], 'memory': {'total': 31.188552856445312}}
2024-03-27 22:51:28,800 INFO    HandlerThread:29936 [system_monitor.py:probe():224] Finished collecting system info
2024-03-27 22:51:28,800 INFO    HandlerThread:29936 [system_monitor.py:probe():227] Publishing system info
2024-03-27 22:51:28,801 INFO    HandlerThread:29936 [system_monitor.py:probe():229] Finished publishing system info
2024-03-27 22:51:28,803 DEBUG   SenderThread:29936 [sender.py:send():379] send: files
2024-03-27 22:51:28,803 INFO    SenderThread:29936 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-03-27 22:51:28,850 DEBUG   HandlerThread:29936 [handler.py:handle_request():146] handle_request: python_packages
2024-03-27 22:51:28,850 DEBUG   SenderThread:29936 [sender.py:send_request():406] send_request: python_packages
2024-03-27 22:51:28,850 DEBUG   HandlerThread:29936 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 22:51:28,851 DEBUG   SenderThread:29936 [sender.py:send_request():406] send_request: stop_status
2024-03-27 22:51:28,851 DEBUG   HandlerThread:29936 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 22:51:29,293 DEBUG   SenderThread:29936 [sender.py:send():379] send: telemetry
2024-03-27 22:51:29,462 INFO    Thread-16 :29936 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_225127-w4wsj66x\files\requirements.txt
2024-03-27 22:51:29,462 INFO    Thread-16 :29936 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_225127-w4wsj66x\files\wandb-metadata.json
2024-03-27 22:51:29,462 INFO    Thread-16 :29936 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_225127-w4wsj66x\files\output.log
2024-03-27 22:51:29,530 INFO    wandb-upload_0:29936 [upload_job.py:push():131] Uploaded file C:\Users\Alvaro\AppData\Local\Temp\tmpprg6jhxlwandb\a2pt5q98-wandb-metadata.json
2024-03-27 22:51:31,467 INFO    Thread-16 :29936 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_225127-w4wsj66x\files\output.log
2024-03-27 22:51:33,323 DEBUG   HandlerThread:29936 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 22:51:37,504 INFO    Thread-16 :29936 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_225127-w4wsj66x\files\output.log
2024-03-27 22:51:38,821 DEBUG   HandlerThread:29936 [handler.py:handle_request():146] handle_request: status_report
2024-03-27 22:51:41,540 INFO    Thread-16 :29936 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_225127-w4wsj66x\files\output.log
2024-03-27 22:51:43,855 DEBUG   HandlerThread:29936 [handler.py:handle_request():146] handle_request: internal_messages
