2024-03-27 22:52:28,563 INFO    StreamThr :31032 [internal.py:wandb_internal():86] W&B internal server running at pid: 31032, started at: 2024-03-27 22:52:28.562615
2024-03-27 22:52:28,564 DEBUG   HandlerThread:31032 [handler.py:handle_request():146] handle_request: status
2024-03-27 22:52:28,565 INFO    WriterThread:31032 [datastore.py:open_for_write():87] open: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_225228-3l5wotzw\run-3l5wotzw.wandb
2024-03-27 22:52:28,566 DEBUG   SenderThread:31032 [sender.py:send():379] send: header
2024-03-27 22:52:28,584 DEBUG   SenderThread:31032 [sender.py:send():379] send: run
2024-03-27 22:52:29,103 INFO    SenderThread:31032 [dir_watcher.py:__init__():211] watching files in: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_225228-3l5wotzw\files
2024-03-27 22:52:29,103 INFO    SenderThread:31032 [sender.py:_start_run_threads():1124] run started: 3l5wotzw with start time 1711576348.563619
2024-03-27 22:52:29,109 DEBUG   HandlerThread:31032 [handler.py:handle_request():146] handle_request: check_version
2024-03-27 22:52:29,109 DEBUG   SenderThread:31032 [sender.py:send_request():406] send_request: check_version
2024-03-27 22:52:29,395 DEBUG   HandlerThread:31032 [handler.py:handle_request():146] handle_request: run_start
2024-03-27 22:52:29,413 DEBUG   HandlerThread:31032 [system_info.py:__init__():26] System info init
2024-03-27 22:52:29,413 DEBUG   HandlerThread:31032 [system_info.py:__init__():41] System info init done
2024-03-27 22:52:29,413 INFO    HandlerThread:31032 [system_monitor.py:start():194] Starting system monitor
2024-03-27 22:52:29,413 INFO    SystemMonitor:31032 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-27 22:52:29,413 INFO    HandlerThread:31032 [system_monitor.py:probe():214] Collecting system info
2024-03-27 22:52:29,417 INFO    SystemMonitor:31032 [interfaces.py:start():190] Started cpu monitoring
2024-03-27 22:52:29,417 INFO    SystemMonitor:31032 [interfaces.py:start():190] Started disk monitoring
2024-03-27 22:52:29,417 INFO    SystemMonitor:31032 [interfaces.py:start():190] Started gpu monitoring
2024-03-27 22:52:29,421 INFO    SystemMonitor:31032 [interfaces.py:start():190] Started memory monitoring
2024-03-27 22:52:29,428 INFO    SystemMonitor:31032 [interfaces.py:start():190] Started network monitoring
