2024-03-27 22:50:07,468 INFO    StreamThr :27440 [internal.py:wandb_internal():86] W&B internal server running at pid: 27440, started at: 2024-03-27 22:50:07.467175
2024-03-27 22:50:07,469 DEBUG   HandlerThread:27440 [handler.py:handle_request():146] handle_request: status
2024-03-27 22:50:07,470 INFO    WriterThread:27440 [datastore.py:open_for_write():87] open: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_225007-hpsudrzj\run-hpsudrzj.wandb
2024-03-27 22:50:07,471 DEBUG   SenderThread:27440 [sender.py:send():379] send: header
2024-03-27 22:50:07,490 DEBUG   SenderThread:27440 [sender.py:send():379] send: run
2024-03-27 22:50:08,000 INFO    SenderThread:27440 [dir_watcher.py:__init__():211] watching files in: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_225007-hpsudrzj\files
2024-03-27 22:50:08,001 INFO    SenderThread:27440 [sender.py:_start_run_threads():1124] run started: hpsudrzj with start time 1711576207.468176
2024-03-27 22:50:08,006 DEBUG   HandlerThread:27440 [handler.py:handle_request():146] handle_request: check_version
2024-03-27 22:50:08,007 DEBUG   SenderThread:27440 [sender.py:send_request():406] send_request: check_version
2024-03-27 22:50:08,283 DEBUG   HandlerThread:27440 [handler.py:handle_request():146] handle_request: run_start
2024-03-27 22:50:08,320 DEBUG   HandlerThread:27440 [system_info.py:__init__():26] System info init
2024-03-27 22:50:08,320 DEBUG   HandlerThread:27440 [system_info.py:__init__():41] System info init done
2024-03-27 22:50:08,320 INFO    HandlerThread:27440 [system_monitor.py:start():194] Starting system monitor
2024-03-27 22:50:08,320 INFO    SystemMonitor:27440 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-27 22:50:08,320 INFO    HandlerThread:27440 [system_monitor.py:probe():214] Collecting system info
2024-03-27 22:50:08,324 INFO    SystemMonitor:27440 [interfaces.py:start():190] Started cpu monitoring
2024-03-27 22:50:08,324 INFO    SystemMonitor:27440 [interfaces.py:start():190] Started disk monitoring
2024-03-27 22:50:08,325 INFO    SystemMonitor:27440 [interfaces.py:start():190] Started gpu monitoring
2024-03-27 22:50:08,330 INFO    SystemMonitor:27440 [interfaces.py:start():190] Started memory monitoring
2024-03-27 22:50:08,337 INFO    SystemMonitor:27440 [interfaces.py:start():190] Started network monitoring
2024-03-27 22:50:08,347 DEBUG   HandlerThread:27440 [system_info.py:probe():150] Probing system
2024-03-27 22:50:08,348 DEBUG   HandlerThread:27440 [system_info.py:_probe_git():135] Probing git
2024-03-27 22:50:08,388 DEBUG   HandlerThread:27440 [system_info.py:_probe_git():143] Probing git done
2024-03-27 22:50:08,388 DEBUG   HandlerThread:27440 [system_info.py:probe():198] Probing system done
2024-03-27 22:50:08,388 DEBUG   HandlerThread:27440 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22631-SP0', 'python': '3.11.8', 'heartbeatAt': '2024-03-27T21:50:08.347071', 'startedAt': '2024-03-27T21:50:07.464176', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\Alvaro\\Desktop\\CNN_Project\\src_gpu\\runrunner.py', 'codePathLocal': 'src_gpu\\runrunner.py', 'codePath': 'src_gpu\\runrunner.py', 'git': {'remote': 'https://github.com/Lawrence4U/CNN_Project.git', 'commit': '670f6800428e9f329e476e7ad6310bc55d497e19'}, 'email': 'allorenzocastro@gmail.com', 'root': 'C:/Users/Alvaro/Desktop/CNN_Project', 'host': 'DESKTOP-8NE16ID', 'username': 'Alvaro', 'executable': 'c:\\Users\\Alvaro\\Desktop\\CNN_Project\\venv\\Scripts\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 4701.0, 'min': 0.0, 'max': 4701.0}, 'cpu_freq_per_core': [{'current': 4701.0, 'min': 0.0, 'max': 4701.0}], 'disk': {'/': {'total': 930.7434501647949, 'used': 382.31321716308594}}, 'gpu': 'NVIDIA GeForce RTX 4070', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4070', 'memory_total': 12878610432}], 'memory': {'total': 31.188552856445312}}
2024-03-27 22:50:08,388 INFO    HandlerThread:27440 [system_monitor.py:probe():224] Finished collecting system info
2024-03-27 22:50:08,388 INFO    HandlerThread:27440 [system_monitor.py:probe():227] Publishing system info
2024-03-27 22:50:08,389 INFO    HandlerThread:27440 [system_monitor.py:probe():229] Finished publishing system info
2024-03-27 22:50:08,391 DEBUG   SenderThread:27440 [sender.py:send():379] send: files
2024-03-27 22:50:08,391 INFO    SenderThread:27440 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-03-27 22:50:08,438 DEBUG   HandlerThread:27440 [handler.py:handle_request():146] handle_request: python_packages
2024-03-27 22:50:08,438 DEBUG   SenderThread:27440 [sender.py:send_request():406] send_request: python_packages
2024-03-27 22:50:08,439 DEBUG   HandlerThread:27440 [handler.py:handle_request():146] handle_request: stop_status
2024-03-27 22:50:08,439 DEBUG   SenderThread:27440 [sender.py:send_request():406] send_request: stop_status
2024-03-27 22:50:08,440 DEBUG   HandlerThread:27440 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-27 22:50:08,863 DEBUG   SenderThread:27440 [sender.py:send():379] send: telemetry
2024-03-27 22:50:09,016 INFO    Thread-16 :27440 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_225007-hpsudrzj\files\output.log
2024-03-27 22:50:09,016 INFO    Thread-16 :27440 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_225007-hpsudrzj\files\requirements.txt
2024-03-27 22:50:09,016 INFO    Thread-16 :27440 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_225007-hpsudrzj\files\wandb-metadata.json
2024-03-27 22:50:09,152 INFO    wandb-upload_0:27440 [upload_job.py:push():131] Uploaded file C:\Users\Alvaro\AppData\Local\Temp\tmpuq3_1189wandb\12dcgzvd-wandb-metadata.json
2024-03-27 22:50:11,028 INFO    Thread-16 :27440 [dir_watcher.py:_on_file_modified():288] file/dir modified: C:\Users\Alvaro\Desktop\CNN_Project\wandb\run-20240327_225007-hpsudrzj\files\output.log
2024-03-27 22:50:12,886 DEBUG   HandlerThread:27440 [handler.py:handle_request():146] handle_request: status_report
